timestamp,event_type,token_id,reset_time_utc8
2025-09-01 04:29:54,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-01 12:29:54
2025-09-01 04:30:06,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-01 12:30:06
2025-09-01 09:24:44,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-01 17:24:44
2025-09-01 09:24:56,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-01 17:24:56
2025-09-01 14:19:37,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-01 22:19:37
2025-09-01 14:19:47,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-01 22:19:47
2025-09-01 23:18:02,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-02 07:18:02
2025-09-01 23:18:11,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-02 07:18:11
2025-09-02 04:24:49,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-02 12:24:49
2025-09-02 04:25:00,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-02 12:25:00
2025-09-02 09:22:11,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-02 17:22:11
2025-09-02 09:22:21,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-02 17:22:21
2025-09-02 14:20:25,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-02 22:20:25
2025-09-02 14:20:36,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-02 22:20:36
2025-09-02 23:16:58,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-03 07:16:58
2025-09-02 23:17:07,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-03 07:17:07
2025-09-03 04:24:11,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-03 12:24:11
2025-09-03 04:24:20,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-03 12:24:20
2025-09-03 09:20:50,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-03 17:20:50
2025-09-03 09:21:00,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-03 17:21:00
2025-09-03 14:19:51,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-03 22:19:51
2025-09-03 14:20:02,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-03 22:20:02
2025-09-03 23:17:31,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-04 07:17:31
2025-09-03 23:17:43,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-04 07:17:43
2025-09-04 04:22:59,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-04 12:22:59
2025-09-04 04:23:12,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-04 12:23:12
2025-09-04 09:20:45,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-04 17:20:45
2025-09-04 09:20:57,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-04 17:20:57
2025-09-04 14:19:17,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-04 22:19:17
2025-09-04 14:19:28,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-04 22:19:28
2025-09-04 23:17:57,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-05 07:17:57
2025-09-04 23:18:08,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-05 07:18:08
2025-09-05 04:24:13,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-05 12:24:13
2025-09-05 04:24:25,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-05 12:24:25
2025-09-05 09:20:57,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-05 17:20:57
2025-09-05 09:21:08,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-05 17:21:08
2025-09-05 14:18:36,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-05 22:18:36
2025-09-05 14:18:46,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-05 22:18:46
2025-09-05 23:17:55,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-06 07:17:55
2025-09-05 23:18:07,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-06 07:18:07
2025-09-06 04:23:01,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-06 12:23:01
2025-09-06 04:23:13,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-06 12:23:13
2025-09-06 09:17:21,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-06 17:17:21
2025-09-06 09:17:31,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-06 17:17:31
2025-09-06 14:16:10,SESSION-RESET-TRIGGER,TOKEN_2,2025-09-06 22:16:10
